Year,Incident Date,Incident Type,Track,Inv Location,Racing Type Description,Division,Weather Conditions,Horse,Trainer,Jockey Driver,Incident Description,Death or Injury
2012,08/10/2012,RACING INJURY,Saratoga Racecourse (NYRA),"Main Track, Finish of Race",Racing,Thoroughbred,Cloudy 75 to 80 : degrees F,Richiesbronxbomber,WESLEY A. WARD,JOHN R. VELAZQUEZ,Richiesbronxbomber-Tr. Wesley Ward-pulled up-ambulanced off-injured RF knee-convelescing-to be re-evaluated,Equine Injury
2012,08/11/2012,FALL OF RIDER,Tioga Downs,After Post Parade,Racing,Harness,Clear,In the Sauce,,FERNAND A. PAQUET JR,In the Sauce reared causing Driver Fern Paquet to fall out of sulky-refused medical treament,Accident
2012,08/11/2012,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,,Racing,Harness,Cloudy 80 to 85 : degrees F,Majestic Art,WILLIAM M. ADAMCZYK,,Majestic Art-Tr. William Adamczyk-scratched due mild colic-must requalify,Steward's List
2012,08/13/2012,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,"Main Track, Post Parade",Racing,Harness,Partly Cloudy 75 to 80 : degrees F,La Pensee Du Jour,ROCCO A. VINCI,ROCCO A. VINCI,La Pensee Du Jour-Tr. Rocco Vinci-lame RR leg-scratched-must requalify,Steward's List
2012,08/13/2012,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),"Main Track, 1/8 Pole",Racing,Thoroughbred,Partly Cloudy 80 to 85 : degrees F,Sumo,NICK CANANI,JOEL ROSARIO,Sumo-Tr. Nick Canani-eased up-DNF-walked off track-over distanced-no injuries reported,
2012,08/13/2012,STEWARDS/VETS LIST,Yonkers Raceway,3/4 Pole,Racing,Harness,Clear 70 to 75 : degrees F,Outa My Head,MARK S. FORD *,MARK J. MACDONALD,Outa My Head-Tr. Mark Ford-pulled up-DNF-off in LF leg-must requalify,Equine Injury
2012,08/13/2012,STEWARDS/VETS LIST,Yonkers Raceway,"Main Track, First Turn",Racing,Harness,Clear 75 to 80 : degrees F,Villagio,ALLAN L. JOHNSON,GEORGE J. BRENNAN,Villagio-Tr. Allan Johnson-broke after start-tripped & fell-sustained cuts  knees  nose  mouth-will resume racing when healed-must requalify-driver uninjured,Steward's List
2012,08/14/2012,EQUINE DEATH,Belmont Park (NYRA),"Training Track, 1/4 Pole",Training,Thoroughbred,,Professor Weston,GARY C. CONTESSA,,Professor Weston-Tr. Gary Contessa-fx LH femur-euthanized on track,Equine Injury / Equine Death
2012,08/14/2012,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Warm-up,Racing,Harness,Cloudy 70 to 75 : degrees F,Steuben Loretta,ANGUS L. MACDONALD,,Steuben Loretta-Tr. Angus MacDonald-scratched-LF lameness-treated & back training,Steward's List
2012,07/11/2012,ACCIDENT - TAGGED SULKY,Buffalo Raceway,"Main Track, 5/8 Pole",Racing,Harness,Clear 85 to 90 : degrees F,Lil Western Dude,CARL M. CUMMINGS,KEVIN J. CUMMINGS,Bordeaux-Tr. Neal Russo-caught wheel of Lil Western Dude-Tr. C. Cummings (Sulky Tag # E5459292)-both horses fell w/ minor injuries-drivers unseated w/ minor injuries,Accident
2012,08/15/2012,EQUINE DEATH,Belmont Park (NYRA),"Training Track, 1/8 pole",Training,Thoroughbred,,Highland Crown,WILLIAM I. MOTT,,Highland Crown-Tr. William Mott-fell unseating rider-fx RF leg-euthanized on track,Equine Injury / Equine Death
2012,08/15/2012,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),"Inner Turf, Finish of Race",Racing,Thoroughbred,Mostly Cloudy 80 to 85 : degrees F,Dual Mandate,TERESA M. POMPAY,RAJIV C. MARAGH,Dual Mandate-Tr. Terry Pompay-pulled up-ambulanced off-horse bled-convalescing,Steward's List
2012,08/16/2012,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Finger Lakes,Other,Thoroughbred,,Zeppe,NEVILLE G. HENRY,,Zeppe-Tr. Neville Henry-unable to rise-treated for pneumonia-no improvement-euthanized,Equine Death
2012,08/16/2012,RACING INJURY,Saratoga Racecourse (NYRA),"Inner Turf, Finish of Race",Racing,Thoroughbred,Clear 80 to 85 : degrees F,Peru,RAFAEL A. FERNANDEZ,MARK P. WATTS,Primero Peru-Tr. Rafael Fernandez-steeplechase-ambulanced off- pulled tendon-retired,Equine Injury
2012,08/16/2012,STEWARDS/VETS LIST,Finger Lakes Gaming & Racetrack,"Main Track, Gate-1st Turn",Racing,Thoroughbred,Sunny 75 to 80 : degrees F,Life's Precious,CHRISTOPHER J. ENGLEHART,JOHN R. DAVILA,Life's Precious-Tr. Chris Englehart-pulled up-walked off track-possibly pulled muscle L hip-must requalify,Steward's List
2012,08/16/2012,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),"Inner Turf, 9th fence",Racing,Thoroughbred,Clear 80 to 85 : degrees F,Enchanted Circle,NEIL R. MORRIS,JACOB ROBERTS,Enchanted Circle-Tr. Neil Morris-steeplechase-fell at fence-ambulanced off-no injuries reported,
2012,08/15/2012,ACCIDENT - TAGGED SULKY,Monticello Raceway & Mighty M Gaming,"Main Track, First Turn",Racing,Harness,Mostly Cloudy 75 to 80 : degrees F,Fruuppti,SERAFINO(SAM) FAVA,ROBERT E. WILLIAMS JR,Fruuppti-Tr. Sam Fava-stumbled unseating driver-no injuries reported-must requalify-Tag #E5459190,Steward's List
2012,08/17/2012,RACING INCIDENT,Tioga Downs,"Main Track, Gate",Racing,Harness,,Grits N Hard Toast,PAUL C. DUDKA,FERNAND A. PAQUET JR,Grits N Hard Toast-Tr. Paul Dudka-choked down-walked off track-no problems found,
2012,08/17/2012,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Paddock-Warm-up,Racing,Harness,Cloudy 65 to 70 : degrees F,Triple Tab,MAUREEN M. SALINO,,Triple Tab-Tr. Maureen Salino-favoring RR leg-State vet exam revealed soreness RR suspensory-scratched,Steward's List
2012,08/17/2012,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),After Finish,Racing,Thoroughbred,,Stack the Storm,JONATHAN E. SHEPPARD XXXXX,ANNA (ROSIE) R. NAPRAVNIK,Stack the Storm-Tr. Jonathan Sheppard-pulled up-ambulanced off-no injuries reported-resumed training,Steward's List
2012,08/18/2012,ACCIDENT - ON TRACK,Saratoga Racecourse (NYRA),"Oklahoma Training Track, Gap",Training,Thoroughbred,Partly Cloudy 70 to 75 : degrees F,Jackson Bend,NICHOLAS P. ZITO,CARLOS J. CORREA,Jackson Bend-Tr. Nick Zito-knocked over by bolting horse-ambulanced off-apparent shock-responded to therapy-under observation,Steward's List
2012,08/18/2012,RACING INCIDENT,Finger Lakes Gaming & Racetrack,"Main Track, Gate",Racing,Thoroughbred,Clear 80 to 85 : degrees F,Junaluska,DONNA M. BIRETA,JEREMIAS FLORES,Junaluska-Tr. Donna Bireta-ruled nonstarter-head was turned at start,
2012,08/18/2012,RACING INCIDENT,Tioga Downs,"Main Track, 6/8 Pole",Racing,Harness,,Handleyourscandel,JASON W. MACDOUGALL,TYLER S. FREESE,Handleyourscandel-Tr. Jason MacDougall-choked down-DNF-left paddock before vet check,
2012,08/18/2012,RACING INJURY,Saratoga Racecourse (NYRA),"Main Track, Finish of Race",Racing,Thoroughbred,Partly Cloudy 75 to 80 : degrees F,Zo Impressive,THOMAS ALBERTRANI,RAJIV C. MARAGH,Zo Impressive-Tr. Thomas Albertrani-pulled up-ambulanced off-fx RF Condylar-surgery at Rood & Riddle-doing well-convalescing-retired,Equine Injury
2012,08/18/2012,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),"Main Track, Finish of Race",Racing,Thoroughbred,Partly Cloudy 75 to 80 : degrees F,Prince Silver,MERRILL R. SCHERER,KENT J. DESORMEAUX,Prince Silver-Tr. Merrill Scherer-pulled up-ambulanced off-no injuries reported,Equine Injury
2012,08/20/2012,EQUINE DEATH,Saratoga Racecourse (NYRA),"Main Track, 1/8 Pole",Racing,Thoroughbred,Sunny 75 to 80 : degrees F,Pete's Parlay,PAUL J. MATTIES JR,JUNIOR R. ALVARADO,Pete's Parlay-Tr. Paul J. Matties- fell unseating rider-ambulanced off-fx LF sesamoids-euthanized-rider J. Alverado to hospital via ambulance,Equine Injury / Equine Death
2012,08/20/2012,EQUINE DEATH,Saratoga Racecourse (NYRA),Oklahoma Training Grass,Training,Thoroughbred,Clear 70 to 75 : degrees F,Molly Mingun,JONATHAN E. SHEPPARD XXXXX,,Molly Mingun-Tr. Jonathan Sheppard-fx L humerus-euthanized on track,Equine Injury / Equine Death
2012,08/21/2012,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,"Main Track, 2nd Turn-First Time Around",Racing,Harness,Clear 65 to 70 : degrees F,Photo Memory,PAUL J. ZABIELSKI,JAMES J. DEVAUX,Photo Memory-Tr. Paul Zabielski-pulled up-DNF-walked off-LR lameness-resting,Steward's List
2012,08/22/2012,EQUINE DEATH,Saratoga Racecourse (NYRA),"Main Track, 1/2 mile pole",Racing,Thoroughbred,Clear 70 to 75 : degrees F,Live for Today,DOMENICK L. SCHETTINO,JUNIOR R. ALVARADO,Live for Today-Tr. Dominic Schettino-pulled up-ambulanced off-fx LF sesamoids-sent to  surgery-injury unrepairable-euthanized at Cornell,Equine Injury
2012,08/22/2012,EQUINE DEATH,Saratoga Racecourse (NYRA),"Main Track, Inside the 1/16 pole",Racing,Thoroughbred,Clear 70 to 75 : degrees F,Bluember,CHAD C. BROWN,RAMON A. DOMINGUEZ,Bluember-Tr. C. Brown-fell-ambulanced off-fx RF sesamoids-euthanized/Money in Motion-Tr. R. Stoklosa-unseated rider avoiding downed horse-no injuries to riders or second horse reported,Equine Injury / Equine Death
2012,08/22/2012,FALL OF RIDER,Saratoga Racecourse (NYRA),"Inner Turf, Start",Racing,Thoroughbred,Clear 70 to 75 : degrees F,Cypress Pond,GEORGE  (RUSTY) R. ARNOLD II,JULIEN R. LEPAROUX,Cypress Pond-Tr. George Arnold-unseated rider at start-no injuries reported,Steward's List
2012,08/23/2012,RACING INCIDENT,Vernon Downs,"Main Track, Post Parade",Racing,Harness,Clear 75 to 80 : degrees F,Clearaway,MARIA E. RICE,MARIA E. RICE,Clearaway-Tr. Maria Rice-reared during warmup-driver jumped off-scratched-no damage to sulky-no injuries reported,
2012,08/23/2012,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,"Main Track, Paddock Turn First Time Around",Racing,Harness,Clear 75 to 80 : degrees F,Fromoutagrace,MARGARET E. SPAGNOLA,JAY L. RANDALL,Fromoutagrace-Tr. Margaret Spagnola-pulled up-LH lameness,Steward's List
2012,08/17/2012,RACING INCIDENT,Saratoga Racecourse (NYRA),"Inner Turf, Starting Gate",Racing,Thoroughbred,Mostly Cloudy 80 to 85 : degrees F,Race Palace,BRUCE R. BROWN,JAVIER J. CASTELLANO,Corinzia-Tr. Thomas Bush-flipped in gate unseating rider  kicking Race Palace-Tr. Bruce Brown-who was scratched-no injuries reported,Equine Injury
2012,08/24/2012,FALL OF RIDER,Tioga Downs,Main Track-After Finish,Racing,Harness,,ONE MORE LAP,JAY B. WATTS,MICHELLE L. CLARKE,One More Lap-Tr. Jay Watts-Driver Michelle MacDougall fell when saddle lost stirrup she was treated for minor injuries & released-no injury to horse reported,Accident
2012,08/24/2012,RACING INCIDENT,Saratoga Racecourse (NYRA),"Inner Turf, Head of the Stretch",Racing,Thoroughbred,Clear 80 to 85 : degrees F,The Thinker,CHAD C. BROWN,JOSE LEZCANO,The Thinker-Tr. Chad Brown-eased up-horse tired-walked off track-no other injuries reported,Equine Injury
2012,08/24/2012,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Main Track - Warm-up,Racing,Harness,Clear 75 to 80 : degrees F,Jetties,ANDREW B. BYLER,JAMES J. DEVAUX,Jetties-Tr. Andrew Byler-favoring LF foot-vet found LF quarter crack with possible abcess-DNR-scratched,Steward's List
2012,08/25/2012,RACING INJURY,Saratoga Racecourse (NYRA),"Main Track, Finish of Race",Racing,Thoroughbred,Clear 80 to 85 : degrees F,Street Life,CHAD C. BROWN,JOSE LEZCANO,Street Life-Tr. Chad Brown-pulled up-ambulanced off-sustained a rupture of the distal sesamoiden ligament LF ankle-currently resting-currently resting before reevaluation,Equine Injury
2012,08/25/2012,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,"Main Track, Post Parade",Racing,Harness,Clear 75 to 80 : degrees F,Gallant Yankee,MELISSA A. BECKWITH,MARK D. BECKWITH,Gallant Yankee-Tr. Melissa Beckwith-vet exam revealed lameness LR stifle-scratched,Steward's List
2012,08/27/2012,ACCIDENT - TAGGED SULKY,Monticello Raceway & Mighty M Gaming,"Main Track, Exit Ramp",Racing,Harness,Sunny 70 to 75 : degrees F,Velvety Smooth,BETTY (BETSY) R. PHILLIPS,MICHAEL A. FORTE,Velvety Smooth-Tr. Betty Phillips-reared up unseating driver-no injuries reported-sulky tagged #E5459189,Steward's List
2012,08/27/2012,FALL OF HORSE,Finger Lakes Gaming & Racetrack,"Main Track, 3/8 Pole",Racing,Thoroughbred,Partly Cloudy 80 to 85 : degrees F,I'm Mad About You,JAMES S. ACQUILANO,GABRIEL J. SUAREZ,I'm Mad About You-Tr. J. Acquilano-stumbled & fell/Miss Woods-Tr. C. Englehart-fell over fallen horse-both riders unseated & transported via ambulance to hospital-no injuries to horses reported,Accident
2012,08/28/2012,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Finger Lakes-After Finish,Racing,Thoroughbred,,She's Got Tude,TERESA M. GENECCO,DAVID M. LOPEZ,She's Got Tude-Tr. Terry Genecco-pulled up-ambulanced off-fx L carpal bone-euthanized,Equine Death
2012,08/30/2012,EQUINE DEATH,Saratoga Racecourse (NYRA),"Oklahoma Training Track, 3/16 pole",Training,Thoroughbred,Clear 40 to 45 : degrees F,The Shade,NICHOLAS P. ZITO,,The Shade-Tr. Nick Zito-fx RF leg while breezing-euthanized on track,Equine Injury / Equine Death
2012,08/31/2012,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Finger Lakes,Training,Thoroughbred,,Karakorum Magic,ENRIQUE HERNANDEZ JR,,Karakorum Magic-Tr. Enrique Hernandez-complete rupture LF suspensory ligament-euthanized,Equine Death
2012,09/01/2012,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),"Main Track, Inside 1/8 pole",Racing,Thoroughbred,Clear 75 to 80 : degrees F,Stormin Bud,DAVID J. FAWKES,RAJIV C. MARAGH,Stormin Bud-Tr. David Fawkes-eased up-walked off track-no injury found-must requalify,Equine Injury
2012,09/02/2012,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Finger Lakes,Other,Thoroughbred,,Penny Pulpit,JOHN W. TEBBUTT JR,,Penny Pulpit-Tr. John Tebbutt-degenerative arthritis FH fetlock-euthanized,Equine Death
2012,09/02/2012,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),"Main Track, Finish of Race",Racing,Thoroughbred,Clear 70 to 75 : degrees F,Seniors Pride,TODD A. PLETCHER,JOEL ROSARIO,Seniors Pride-Tr. Todd Pletcher-pulled up-ambulanced off-sore LF ankle-old injury-must requalify,Equine Injury
2012,09/02/2012,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),"Main Track, Finish of Race",Racing,Thoroughbred,Clear 75 to 80 : degrees F,Antipathy,KIARAN P. MCLAUGHLIN,IRAD ORTIZ JR,Antipathy-Tr. Kiaran McLaughlin-pulled up-ambulanced off-no injury reported,Equine Injury
2012,09/03/2012,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Finger Lakes,Other,Thoroughbred,,Just A Country Girl,CHRISTOPHER J. ENGLEHART,,Just A Country Girl-Tr. Chris Englehart-severe degenerative arthritis-euthanized,Equine Death
2012,09/03/2012,FALL OF RIDER,Saratoga Racecourse (NYRA),"Mellon Turf, Finish of Race",Racing,Thoroughbred,Clear 75 to 80 : degrees F,Mad With Fever,RICHARD J. LUGOVICH,WILMER GARCIA,Mad With Fever-Tr. Richard Lugovich-unseated rider & ran loose jumping rail-no injuries to horse-rider (Wilmer Garcia) ambulanced to 1st aid,Accident
2012,09/03/2012,RACING INCIDENT,Tioga Downs,"Main Track, 1/4 Pole",Racing,Harness,drizzle,Orient Address,AGOSTINO ABBATIELLO SR,SEAN BIER,Orient Address-Tr. Agostino Abbatiello-pulled up-DNF-no injury to  horse-refused to trot,
2012,09/03/2012,STEWARDS/VETS LIST,Yonkers Raceway,"Main Track, 3/4 Pole",Racing,Harness,Cloudy 70 to 75 : degrees F,Red Victor,MARTHE DROLET,DANIEL DUBE,Red Victor-Tr. Marthe Drolet-pulled up-LF lameness-must requalify,Steward's List
2012,09/04/2012,EQUINE DEATH,Finger Lakes Gaming & Racetrack,7/8 pole,Training,Thoroughbred,,Golden Essence,JUDY E. TURETSKY,,Golden Essence-Tr. Judy Turetsky-fx RF fetlock-euthanized,Equine Death
2012,09/06/2012,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Finger Lakes,Other,Thoroughbred,,Mr Joystick,CHRISTINE E. ATTWOOD,,Mr. Joystick-Tr. Christine Attwood-suspected liver failure-euthanized,Equine Death
2012,09/06/2012,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,"Main Track, 6/8 Pole",Racing,Harness,,Basil Hanover,ANTHONY W. REGINA,WILLIAM L. PARKER JR,Basil Hanover-Tr. Anthony Regina-broke at top of stretch-DNF-ambulanced off-RF suspensory injury-must requalify,Steward's List
2012,09/07/2012,EQUINE DEATH,Belmont Park (NYRA),Horse van,Other,Thoroughbred,,Hey Little Girl,PHILIP M. SERPE,,Hey Little Girl-Tr. Philip Serpe-severe colic-died on van on way to clinic,Equine Death
2012,09/07/2012,FALL OF HORSE,Tioga Downs,Tioga Downs-Paddock,Racing,Harness,Clear,Cool Their Jets,STEVEN J. REISENWEAVER,,Cool Their Jets-Tr. Steve Reisenvewaver-startled in paddock-slipped and fell-no injuries reported,Steward's List
2012,09/08/2012,FALL OF HORSE,Belmont Park (NYRA),"Widener Turf, Inside of the  1/16 Pole",Racing,Thoroughbred,Cloudy 80 to 85 : degrees F,Palace,WILLIAM I. MOTT,JUNIOR R. ALVARADO,Palace-Tr. William Mott-came together with another horse and fell unseating Rider  Junior Alvarado-no reported injury to horse-rider to hospital via ambulance,
2012,09/12/2012,STEWARDS/VETS LIST,Belmont Park (NYRA),"Widener Turf, Finish of Race",Racing,Thoroughbred,Clear 75 to 80 : degrees F,She Gets It,GARY C. CONTESSA,JOSE (CARLOS) C. MONTALVO,She Gets It-Tr. Gary Contessa-pulled up-ambulanced off-no injury reported-still training,Equine Injury
2012,09/13/2012,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Finger Lakes,Other,Thoroughbred,,Fleet Warrior,LESLEY M. FRIEDMAN,,Fleet Warrior-Tr. Lesley Friedman-uncontrolled lameness L knee-euthanized,Equine Death
2012,09/14/2012,STEWARDS/VETS LIST,Tioga Downs,"Main Track, Stretch",Racing,Harness,,Royalpainintheneck,DANIEL R. DALEY,DANIEL R. DALEY,Royalpainintheneck-Tr. Daniel Daly-horse tripped on hobbles and fell-DNF-suffered multiple abrasions -driver uninjured-must requalify,Steward's List
2012,09/16/2012,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,"Main Track, NA",Racing,Harness,Clear 60 to 65 : degrees F,Here Comes Doodles,DAVID M. DEWHURST,JAMES J. DEVAUX,Here Comes Doodles-Tr. David Dewhurst-horse refused gate-DNR-scratched-must requalify,Steward's List
2012,09/16/2012,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,"Main Track, warm-up",Racing,Harness,Clear 60 to 65 : degrees F,Kid Carson,TRACY L. BRAINARD,DANIEL J. CAPPELLO JR,Kid Carson-Tr. Tracy Brainard-LF lameness-scratched following vet check,Equine Injury
2012,09/18/2012,EQUINE DEATH,Aqueduct Racetrack (NYRA),,Training,Thoroughbred,,Spurious Precision,RICHARD A. VIOLETTE JR,,Spurious Precision-Tr. Rick Violette  Jr.-pulled up-ambulanced off-fx L knee-to clinic for surgery-injury unrepairable-euthanized,Equine Death
2012,09/19/2012,RACING INCIDENT,Belmont Park (NYRA),"Main Track, 3/16 pole  and inside",Racing,Thoroughbred,Partly Cloudy 65 to 70 : degrees F,Can't Catch Me Now,GARY P. GULLO,RAMON A. DOMINGUEZ,Can't Catch Me Now-Tr. Gary Gullo-eased up-walked off track-no injury reported,
2012,09/19/2012,STEWARDS/VETS LIST,Belmont Park (NYRA),3/16 Pole,Racing,Thoroughbred,Partly Cloudy,Goodtolook,GARY C. CONTESSA,ANNA (ROSIE) R. NAPRAVNIK,Goodtolook-Tr. Gary Contessa-pulled up-ambulanced off-no injury reported-must requalify,Steward's List
2012,09/19/2012,STEWARDS/VETS LIST,Belmont Park (NYRA),"Inner Turf, 1/8 Pole",Racing,Thoroughbred,Partly Cloudy 65 to 70 : degrees F,Rumble Seat,EDWARD J. COLETTI,CHARLES C. LOPEZ,Rumble Seat-Tr. Edward Coletti-eased to finish-walked off track-no injury reported-,Steward's List
2012,09/19/2012,STEWARDS/VETS LIST,Belmont Park (NYRA),"Main Track, 1/4 Pole",Racing,Thoroughbred,Clear 65 to 70 : degrees F,Rachini,CAROL A. D'ALOIA,MAYLAN L. STUDART-ANDERS,Rachini-Tr. Carol D'Aloia-pulled up-ambulanced off-took bad step-horse uninjured-must requalify,Steward's List
2012,09/19/2012,STEWARDS/VETS LIST,Belmont Park (NYRA),"Main Track, 1/4 Pole",Racing,Thoroughbred,Partly Cloudy 65 to 70 : degrees F,Aces Up,ALAN E. GOLDBERG,JOSE LEZCANO,Aces Up-Tr. Alan Goldbert-pulled up-ambulanced off-no injury reported-must requalify,Equine Injury
2012,09/21/2012,EQUINE DEATH,Belmont Park (NYRA),"Main Track, 1 mile n 1/16 pole",Training,Thoroughbred,Clear 55 to 60 : degrees F,Join Forces,ANGEL A. PENNA JR,,Join Forces-Tr. Angel Penna-fx LF leg while breezing-euthanized on track,Equine Injury / Equine Death
2012,09/21/2012,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,"Main Track, Warm-up",Racing,Harness,Clear 60 to 65 : degrees F,Four Starz Credit,CONOR J. FLYNN,CONOR J. FLYNN,Four Starz Credit-Tr. Conor Flynn-stiff behind-tied up-scratched-DNR,Steward's List
2012,09/22/2012,EQUINE DEATH,Belmont Park (NYRA),"Main Track, 3/16 pole",Racing,Thoroughbred,Cloudy 70 to 75 : degrees F,Thirty Minutes,GARY C. CONTESSA,JOSE (CARLOS) C. MONTALVO,Thirty Minutes-Tr. Gary Contessa- fx LF leg-euthanized on  track,Equine Injury / Equine Death
2012,09/22/2012,STEWARDS/VETS LIST,Belmont Park (NYRA),Finish,Racing,Thoroughbred,Cloudy,My Brother Rudy,JOSEPH A. LOSTRITTO,JEFF G. LAREDO,My Brother Rudy-Tr. Joseph Lostritto-eased up-walked off track-no injury reported-must re-qualify,Steward's List
2012,09/22/2012,STEWARDS/VETS LIST,Belmont Park (NYRA),Main Track,Racing,Thoroughbred,Cloudy 65 to 70 : degrees F,Inquest,CARLOS F. MARTIN,MICHAEL J. LUZZI,Inquest-Tr. Carlos Martin-eased up-walked off track-no injury found-must re-qualify,Steward's List
2012,09/22/2012,STEWARDS/VETS LIST,Belmont Park (NYRA),"Widener Turf, Finish of Race",Racing,Thoroughbred,Cloudy 65 to 70 : degrees F,Irish Etiquette,COLUM O'BRIEN,CHARLES C. LOPEZ,Irish Etiquette-Tr. Colum O'Brien-pulled up-ambulanced off-slab fx L knee-to surgery-given time off-to be re-evaluated for racing,Steward's List
2012,09/22/2012,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Main Track,Racing,Harness,Rain 55 to 60 : degrees F,Pan Grad,WAYNE L. CUKERSTEIN,JOHN R. CROSS *,Pan Grad-Tr. Wayne Cukerstein-came up lame during warm-up-scratched following NYS Vet check-DNR,Steward's List
